geoid,p_symp_inf,p_death_symp,p_hosp_symp,p_icu_hosp,p_vent_icu,rr_death_symp,death_symp_overall,rr_hosp_symp,hosp_symp_overall,rr_death_inf,death_inf_overall,rr_hosp_inf,hosp_inf_overall
01001,0.3882782471517099,0.013101963048958621,0.1566855499221377,0.15639587989431294,0.44173485429579784,0.8995030871424483,0.01457282039896661,0.9460771128352641,0.16630377296957227,0.9000582896239804,0.010000191358858813,0.9385808172639348,0.09730550692167428
01003,0.42942323857031356,0.017740399363119306,0.1845467778680464,0.18697268941562795,0.44167870406227266,1.2170392147743248,0.01457282039896661,1.1072950465976317,0.16630377296957227,1.2510069577372542,0.010000191358858813,1.161636349783764,0.09730550692167428
01005,0.41318547643591313,0.015478090625497456,0.1731182835213657,0.17220402029503698,0.44169913148450735,1.0621413886647768,0.01457282039896661,1.0398713655563643,0.16630377296957227,1.0763901132506042,0.010000191358858813,1.0567837856781885,0.09730550692167428
01007,0.40584730812188724,0.014321741197766502,0.16690958357607832,0.16457133545863273,0.4417110072438185,0.9827395968227713,0.01457282039896661,1.0065786059954216,0.16630377296957227,0.9899036686670935,0.010000191358858813,1.0102879048144389,0.09730550692167428
01009,0.41364343854490293,0.015861563501196392,0.1728889342822726,0.17380680324239633,0.44170290405684204,1.088348622616233,0.01457282039896661,1.0387205483633095,0.16630377296957227,1.1179997835934574,0.010000191358858813,1.071644659886735,0.09730550692167428
01011,0.40626089541737087,0.014744054566636177,0.17002214270634025,0.1694276515341861,0.4417027525521175,1.011495087205049,0.01457282039896661,1.0213173646022535,0.16630377296957227,1.0012155087965362,0.010000191358858813,1.0245484373013203,0.09730550692167428
01013,0.42084632114835785,0.017562527582376693,0.18160584325679371,0.18661834875804365,0.44168765272131627,1.2044915123307924,0.01457282039896661,1.0902470735322365,0.16630377296957227,1.2261129813107545,0.010000191358858813,1.1338450287549433,0.09730550692167428
01015,0.410075620049921,0.01573476166048851,0.17282171901781268,0.174072794275295,0.4417028690607847,1.0793369027459114,0.01457282039896661,1.0383633338571252,0.16630377296957227,1.093087750261275,0.010000191358858813,1.0577564136175703,0.09730550692167428
01017,0.4262059015352869,0.017605399631365138,0.18348204966818477,0.18707974943689828,0.44168140149513635,1.2077612131897975,0.01457282039896661,1.1011991112802235,0.16630377296957227,1.2312103750676955,0.010000191358858813,1.1482934815570727,0.09730550692167428
01019,0.44769494569019885,0.0184027686983737,0.19300562694902845,0.1913855943432964,0.4416479778364448,1.2629709448949749,0.01457282039896661,1.158748102991808,0.16630377296957227,1.3019692796568063,0.010000191358858813,1.226716350594435,0.09730550692167428
01021,0.4046858082356419,0.014816787859149937,0.1678134434705034,0.16758727183267483,0.44171400621630635,1.0169282724336126,0.01457282039896661,1.0077694728988607,0.16630377296957227,1.0290886456587365,0.010000191358858813,1.0203267088179364,0.09730550692167428
01023,0.43718839022557643,0.018799845929226,0.19092048464330594,0.1959518129001409,0.44166241563193587,1.2893319200264854,0.01457282039896661,1.145812573036601,0.16630377296957227,1.3155160921936389,0.010000191358858813,1.2113372321254856,0.09730550692167428
01025,0.40970531229001916,0.01651262786403284,0.17421110528305178,0.17949032987935234,0.4417014535044532,1.132566990084408,0.01457282039896661,1.0453007361829934,0.16630377296957227,1.1522909071556038,0.010000191358858813,1.0833443958050917,0.09730550692167428
01027,0.4265897821440279,0.018309158635928177,0.18906518131257524,0.19548687104790452,0.441664610663077,1.2562882883272137,0.01457282039896661,1.1343224566047367,0.16630377296957227,1.2407570324829433,0.010000191358858813,1.1598043735654533,0.09730550692167428
01029,0.4237498154124215,0.01649878704266678,0.17845395633208333,0.17952026204030255,0.4416914016536573,1.1315500055545495,0.01457282039896661,1.0714953318477227,0.16630377296957227,1.158074254302966,0.010000191358858813,1.1141673756975057,0.09730550692167428
01031,0.40934864975455054,0.015904615158653535,0.17316971942135329,0.17523743426181887,0.44170298267122465,1.0910753819880723,0.01457282039896661,1.0393822240813417,0.16630377296957227,1.1046365235910913,0.010000191358858813,1.0587781730950967,0.09730550692167428
01033,0.4309125502977872,0.017988860478196665,0.1864746384678587,0.18921683772111242,0.44167267736459587,1.2338883296448524,0.01457282039896661,1.1189973490557072,0.16630377296957227,1.2613276567042653,0.010000191358858813,1.1702805663470857,0.09730550692167428
01035,0.4288755185995439,0.01840266749410342,0.18728484376744864,0.19414407190831434,0.4416718868620393,1.2623362819368462,0.01457282039896661,1.1243364780527092,0.16630377296957227,1.2765043209258407,0.010000191358858813,1.1812278487154326,0.09730550692167428
01037,0.44250509781251113,0.01782556081693689,0.19104232765011958,0.19059359407043908,0.44165119616735715,1.2231372971777534,0.01457282039896661,1.1480725158111622,0.16630377296957227,1.2322231615195265,0.010000191358858813,1.1976491778415337,0.09730550692167428
01039,0.4348461444463979,0.01901141821560335,0.19030201291942322,0.19609618593950645,0.4416648482555335,1.3041568654809335,0.01457282039896661,1.1421580269722234,0.16630377296957227,1.3412169305386072,0.010000191358858813,1.209522705371085,0.09730550692167428
01041,0.4246813854737316,0.017694899282788668,0.18323440143354225,0.18812452816688724,0.4416832745003213,1.214107065739202,0.01457282039896661,1.099149424302011,0.16630377296957227,1.233866775037932,0.010000191358858813,1.1462759499982664,0.09730550692167428
01043,0.4184236584526928,0.016495835956814517,0.17781487248368372,0.1793237197265739,0.44169184899209224,1.1318893283461693,0.01457282039896661,1.067601054479924,0.16630377296957227,1.1495937011777826,0.010000191358858813,1.0998523271686285,0.09730550692167428
01045,0.39887965600199665,0.014639845057507277,0.16584379094012142,0.16729197200278667,0.44172081952283937,1.005032755395641,0.01457282039896661,0.9959346313182207,0.16630377296957227,1.0077927824803594,0.010000191358858813,0.9996571962083138,0.09730550692167428
01047,0.40093817638939544,0.015470627663366723,0.16864904295261696,0.1732315098978385,0.44171724476352936,1.0623727414415047,0.01457282039896661,1.0127096743575144,0.16630377296957227,1.0685106267069617,0.010000191358858813,1.0324864343418574,0.09730550692167428
01049,0.4051934159113758,0.015349413668412514,0.16938767502745333,0.17138381259570193,0.4417128179161791,1.0536688850093066,0.01457282039896661,1.017184249014632,0.16630377296957227,1.0683653352460705,0.010000191358858813,1.0369181394700218,0.09730550692167428
01051,0.39959368727382416,0.013579346200356406,0.16326090484555272,0.16021509981644216,0.4417183387923286,0.9322107321534583,0.01457282039896661,0.9835403800234752,0.16630377296957227,0.9282667546297025,0.010000191358858813,0.9752134374254665,0.09730550692167428
01053,0.4144988908486727,0.015975185331529244,0.17482526859829156,0.17530796159840006,0.441698092768392,1.095945617853558,0.01457282039896661,1.0486238087083775,0.16630377296957227,1.1149679375382884,0.010000191358858813,1.0742624777097851,0.09730550692167428
01055,0.42101022491960527,0.017061049045697368,0.18097111991811476,0.18403687709808594,0.44168586372503515,1.1699328827887239,0.01457282039896661,1.086382273592729,0.16630377296957227,1.18073591766658,0.010000191358858813,1.119436132025623,0.09730550692167428
01057,0.43406889513707314,0.018571958206923908,0.18914248226266098,0.19423172269513378,0.44166489947526005,1.274261456956827,0.01457282039896661,1.1355247549744907,0.16630377296957227,1.2992748004686219,0.010000191358858813,1.1959040535551835,0.09730550692167428
01059,0.41260519386166294,0.016137689127102034,0.1734622476932903,0.1756225788671871,0.4417048592940352,1.1074879635840473,0.01457282039896661,1.041560558994928,0.16630377296957227,1.1382767852037872,0.010000191358858813,1.076536357786169,0.09730550692167428
01061,0.4326525860333556,0.018681026792955746,0.18939694433449838,0.19456673281749548,0.4416631047571481,1.2818933962619696,0.01457282039896661,1.1369388030699075,0.16630377296957227,1.3079222924668588,0.010000191358858813,1.1944122720060117,0.09730550692167428
01063,0.4179523341733681,0.017473952724495766,0.18066374475427832,0.18813444805554858,0.44168519717065474,1.1981215638739964,0.01457282039896661,1.0860793406983704,0.16630377296957227,1.2076794725145272,0.010000191358858813,1.135103471846631,0.09730550692167428
01065,0.4054530352552591,0.01556291341499177,0.17092266293503167,0.1735217688678428,0.4417044354890404,1.0677439054532938,0.01457282039896661,1.0276275492467866,0.16630377296957227,1.075111437662192,0.010000191358858813,1.048492324655307,0.09730550692167428
01067,0.4379993860740826,0.019001253151677652,0.19120717598589398,0.1966669626743025,0.441661849478947,1.3037336492462333,0.01457282039896661,1.1475036948617543,0.16630377296957227,1.3374549915028464,0.010000191358858813,1.2169452394157296,0.09730550692167428
01069,0.4087832126119567,0.015463214942265015,0.171447598832912,0.1722805047767176,0.4417065841748963,1.0612931551668905,0.01457282039896661,1.0300893767672794,0.16630377296957227,1.0734030448035383,0.010000191358858813,1.0483460294030174,0.09730550692167428
01071,0.4301199471154128,0.01725886516675016,0.18333257019032123,0.18399020185086423,0.44167877481522394,1.1842874717644996,0.01457282039896661,1.1013257819620308,0.16630377296957227,1.21559736534704,0.010000191358858813,1.1511319981542092,0.09730550692167428
01073,0.4018503662974031,0.014877240206112792,0.16846128528826265,0.16917834521552635,0.4417110422476629,1.0211124363504074,0.01457282039896661,1.0116937694946424,0.16630377296957227,1.019707279136345,0.010000191358858813,1.0123839458912005,0.09730550692167428
01075,0.43948276685145926,0.018947705157429585,0.1911115729745059,0.19394200024782682,0.44166475791094506,1.2995268030683005,0.01457282039896661,1.1458380816476121,0.16630377296957227,1.3494779032872941,0.010000191358858813,1.2197630595070112,0.09730550692167428
01077,0.4233781163148792,0.017415499709384635,0.1819031253888035,0.18541913225896967,0.4416841681817787,1.1945821719123768,0.01457282039896661,1.0924870505180064,0.16630377296957227,1.219914278724397,0.010000191358858813,1.1350074714898506,0.09730550692167428
