geoid,RincidD|incidI,RincidH|incidI,RincidVent|incidICU,RincidICU|incidH
01001,0.8919472836774881,0.9362369658923875,1.0000040663919918,0.9371830496902266
01003,1.2284606802529663,1.1440172800163375,0.9999920453278783,1.1209934828111114
01005,1.0642389308285685,1.0481944917681671,0.9999966344734605,1.032473623093404
01007,0.979471914771032,1.005459031518324,0.9999985516685859,0.9874005847648795
01009,1.092366699644882,1.0561089797253351,0.9999971305390903,1.041727323075318
01011,1.0073388410028334,1.0255854037584025,0.9999976817873573,1.0151244414671885
01013,1.216740757636373,1.1243937936418082,0.9999956469839751,1.1186263903804288
01015,1.083053818940042,1.0518149763571343,0.9999974201834041,1.0428675568560781
01017,1.2194812410814582,1.1351008156494258,0.9999937168895446,1.1212256847331648
01019,1.2711029182119837,1.2003000471559686,0.9999861360237077,1.1475202924737604
01021,1.0163929587684282,1.0123889591484603,0.9999995846018332,1.0044070802661687
01023,1.3050751612045173,1.1968408696538115,0.9999914801344805,1.1735424409273887
01025,1.1410826678094361,1.0715478730184294,0.9999979101119223,1.0759222314579544
01027,1.2750680505952419,1.1680305548671588,0.999992919000052,1.1727018606547315
01029,1.135704839555102,1.097817154571779,0.9999948653562599,1.0748992307792378
01031,1.097215272844875,1.0531485488251524,0.9999981160328326,1.0500934784380989
01033,1.2469812336278727,1.1558180256725994,0.9999926211233823,1.1343584237639375
01035,1.2765352810151587,1.169617688618518,0.999993741865937,1.1628386568958944
01037,1.2292161937713946,1.185399202436348,0.9999861092834952,1.1424911169151906
01039,1.323220192535401,1.1928169465129934,0.9999922081019446,1.1746376496691249
01041,1.2271940752304098,1.1338953244239707,0.9999951532992377,1.1277204677848205
01043,1.1382910836147835,1.0898887353355105,0.999994866724498,1.0753992604525164
01045,1.0053478702614054,0.9988568650689186,1.000000638357616,1.0027492230247481
01047,1.065628369331316,1.0291041584528609,1.0000007025420086,1.037895594490798
01049,1.0564474219928393,1.0290282273599152,0.9999995485094657,1.027104244972863
01051,0.9251403432471708,0.9732806431199117,0.999999693264324,0.9597633700032939
01053,1.1005559257522353,1.0628862109615747,0.9999961393776309,1.0506859363297552
01055,1.179691403477133,1.1131086335924407,0.9999943817898691,1.1034734590330708
01057,1.2892970706306666,1.1805898564339576,0.9999918619299313,1.163624760418939
01059,1.1138390778740006,1.0623314069313161,0.999997766951257,1.0521994683761209
01061,1.2993982614520938,1.1817968253774414,0.9999915951925775,1.1662513152138954
01063,1.2064332046590032,1.128723836574456,0.9999961582761031,1.1265093992733584
01065,1.0692505367627252,1.0425530212179437,0.9999982385054182,1.03961675631558
01067,1.320927089816213,1.1984554512498269,0.9999906327302868,1.1779767101660135
01069,1.0635751816806993,1.041161601507631,0.9999983157731861,1.0324966624626024
01071,1.1914373327915404,1.132525154752627,0.9999906439709425,1.1022992322798952
01073,1.0223553432830044,1.0136256666311496,0.9999991245140666,1.013733407627487
01075,1.3157502079923482,1.1932795918260661,0.9999897943726668,1.162629941403317
01077,1.2063462652386052,1.124370456221376,0.999994811676036,1.1113962356024334
01079,1.0646802624167457,1.0625205888043405,0.9999954101268842,1.0400828936528939
01081,0.7292982849384373,0.8141797664538915,1.0000097088030446,0.841590984743265
01083,0.9654614199739513,1.002851600427638,0.999998127478464,0.9761636409632131
01085,1.0559501273197944,1.0430875873174323,0.9999985396246065,1.0250824142631172
01087,1.055993019411288,1.0207563821920909,0.9999999040612508,1.0393955928341017
01089,0.9540265177921933,0.9800039882427866,1.0000003468613055,0.9684912514658237
01091,1.1854390771525312,1.1113589166890288,0.9999957325789852,1.1046765044406386
01093,1.3118928098289575,1.1960365781304918,0.9999905807398541,1.172377278796783
01095,1.0761046052369854,1.0439860299325106,0.9999987945859636,1.0378270899153734
01097,0.9908263806716862,0.9915843421043129,1.0000008553642479,0.9933277330674937
01099,1.1570193743704569,1.0897692806919825,0.9999972759857876,1.0922611042836374
01101,0.9337932427385147,0.9528470134582694,1.0000032199366742,0.9627789769688813
01103,1.0582763654858534,1.0421801452155215,0.9999971094347004,1.028082361426564
01105,1.198496966228097,1.069903350720321,1.0000009791573121,1.0927331997995093
01107,1.212983600191424,1.1266064591785174,0.9999944892773771,1.1077032930376105
01109,0.9506357023590198,0.946445474038126,1.0000039338159556,0.9705845363008478
01111,1.2123483938149646,1.1240406694816096,0.9999950975874096,1.11182577349707
01113,0.9908652183294353,0.9947355831114199,1.0000004106259643,0.9953320627078526
01115,0.9796093305135489,1.0106285865348714,0.9999982944172281,0.9863144578456506
01117,0.8379224645145708,0.9236915284295903,1.0000019952066603,0.9096368225201397
