"county","airport_iata","attribution","countyname"
"06071","LAS",0.574754012301555,"San Bernardino"
"06071","BUR_LAX_LGB_ONT_PSP_SAN_SNA",0.4252465409231,"San Bernardino"
"06073","BUR_LAX_LGB_ONT_PSP_SAN_SNA",1,"San Diego"
"06075","OAK_SFO_SJC_SMF",1,"San Francisco"
"06077","OAK_SFO_SJC_SMF",1,"San Joaquin"
"06079","FAT",1,"San Luis Obispo"
"06081","OAK_SFO_SJC_SMF",1,"San Mateo"
"06083","FAT",0.773458657697139,"Santa Barbara"
"06083","BUR_LAX_LGB_ONT_PSP_SAN_SNA",0.226541342099791,"Santa Barbara"
"06085","OAK_SFO_SJC_SMF",1,"Santa Clara"
"06087","OAK_SFO_SJC_SMF",1,"Santa Cruz"
"06089","RNO",0.766221611660401,"Shasta"
"06089","OAK_SFO_SJC_SMF",0.23377838824812,"Shasta"
"06091","RNO",1.00000004312634,"Sierra"
"06093","PDX",0.183695777254521,"Siskiyou"
"06093","OAK_SFO_SJC_SMF",0.199119558067688,"Siskiyou"
"06095","OAK_SFO_SJC_SMF",1,"Solano"
"06097","OAK_SFO_SJC_SMF",1,"Sonoma"
"06099","FAT",0.146827440115677,"Stanislaus"
"06099","OAK_SFO_SJC_SMF",0.853171403645849,"Stanislaus"
"06101","OAK_SFO_SJC_SMF",1,"Sutter"
"06103","RNO",0.308845794200488,"Tehama"
"06103","OAK_SFO_SJC_SMF",0.691154207052082,"Tehama"
"06105","RNO",0.0706931806914413,"Trinity"
"06105","OAK_SFO_SJC_SMF",0.929306819438631,"Trinity"
"06107","FAT",1,"Tulare"
"06109","FAT",0.720441337756129,"Tuolumne"
"06109","RNO",0.278466351011342,"Tuolumne"
"06109","OAK_SFO_SJC_SMF",0.00109308115202845,"Tuolumne"
"06111","FAT",0.0157184983690184,"Ventura"
"06111","BUR_LAX_LGB_ONT_PSP_SAN_SNA",0.984280509511141,"Ventura"
"06113","OAK_SFO_SJC_SMF",1,"Yolo"
"06115","RNO",0.417614316232259,"Yuba"
"06115","OAK_SFO_SJC_SMF",0.582385683733441,"Yuba"
"32001","RNO",1,"Churchill"
"32007","LAS",0.395138813938585,"Elko"
"32007","RNO",0.604861341450124,"Elko"
"32009","FAT",0.788609108311532,"Esmeralda"
"32009","LAS",0.106149770170597,"Esmeralda"
"32009","RNO",0.105240669517307,"Esmeralda"
"32011","LAS",0.20821950379151,"Eureka"
"32011","RNO",0.791782174591747,"Eureka"
"32013","RNO",1.00000059365838,"Humboldt"
"32015","RNO",1,"Lander"
"32017","LAS",1,"Lincoln"
"32019","RNO",1,"Lyon"
"32021","FAT",0.108810465767984,"Mineral"
"32021","RNO",0.891190344943428,"Mineral"
"32023","FAT",0.00330419126606873,"Nye"
"32023","LAS",0.794140320107207,"Nye"
"32023","RNO",0.202555407565141,"Nye"
"32027","RNO",1,"Pershing"
"32029","RNO",1,"Storey"
"32033","LAS",0.997018783131694,"White Pine"
"32033","RNO",0.00298058550834225,"White Pine"
"32510","RNO",1,"Carson City"
"41001","GEG",1,"Baker"
"41003","PDX",1,"Benton"
"41005","PDX",1,"Clackamas"
"41007","PDX",1,"Clatsop"
"41009","PDX",0.999999867523449,"Columbia"
"41011","PDX",1,"Coos"
"41013","PDX",1,"Crook"
"41015","PDX",1,"Curry"
"41017","PDX",1,"Deschutes"
"41019","PDX",1,"Douglas"
"41021","PDX",1,"Gilliam"
"41023","GEG",0.650947873592271,"Grant"
"41023","PDX",0.349085940146811,"Grant"
"41025","GEG",0.116564057581504,"Harney"
"41025","PDX",0.182744094459594,"Harney"
"41025","RNO",0.700676823940028,"Harney"
"41027","PDX",1,"Hood River"
"41029","PDX",0.999373455226467,"Jackson"
"41029","RNO",0.000627022155482762,"Jackson"
"41031","PDX",1,"Jefferson"
"41033","PDX",1,"Josephine"
"41035","PDX",0.707804089789953,"Klamath"
"41035","RNO",0.292196034273278,"Klamath"
"41037","PDX",0.45486503106624,"Lake"
"41037","RNO",0.545135015743068,"Lake"
"41039","PDX",1,"Lane"
"41041","PDX",1,"Lincoln"
"41043","PDX",1,"Linn"
"41045","GEG",0.460771454689408,"Malheur"
"41045","RNO",0.539231170313579,"Malheur"
"41047","PDX",1,"Marion"
"41049","GEG",0.511962560159253,"Morrow"
"41049","PDX",0.488037621665252,"Morrow"
"41051","PDX",1.00000000030647,"Multnomah"
"41053","PDX",1,"Polk"
"41055","PDX",1,"Sherman"
"41057","PDX",1,"Tillamook"
"41059","GEG",0.99999995689649,"Umatilla"
"41061","GEG",1,"Union"
"41063","GEG",1,"Wallowa"
"41065","PDX",1,"Wasco"
"41067","PDX",1,"Washington"
"41069","PDX",1,"Wheeler"
"41071","PDX",1,"Yamhill"
"53001","GEG",1,"Adams"
"53003","GEG",1,"Asotin"
"53005","GEG",0.973413971775223,"Benton"
"53005","PDX",0.0265873070600614,"Benton"
"53007","GEG",0.00452737968696762,"Chelan"
"53007","SEA",0.995472475048024,"Chelan"
"53009","SEA",1,"Clallam"
"53013","GEG",1,"Columbia"
"53015","PDX",1.00000005644694,"Cowlitz"
"53017","GEG",0.732929399204343,"Douglas"
"53017","SEA",0.267070603725517,"Douglas"
"53019","GEG",1,"Ferry"
"53021","GEG",1,"Franklin"
"53023","GEG",1,"Garfield"
"53025","GEG",0.932743944775083,"Grant"
"53025","SEA",0.0672560543706684,"Grant"
"53027","SEA",1,"Grays Harbor"
"53029","SEA",1,"Island"
"53031","SEA",1,"Jefferson"
"53033","SEA",1,"King"
"53035","SEA",1,"Kitsap"
"53037","SEA",1,"Kittitas"
"53039","PDX",1.00000000285539,"Klickitat"
"53041","PDX",0.329634127546504,"Lewis"
"53041","SEA",0.670372158142447,"Lewis"
"53043","GEG",1,"Lincoln"
"53045","SEA",1,"Mason"
"53047","GEG",0.623291534509157,"Okanogan"
"53047","SEA",0.376708390951486,"Okanogan"
"53049","PDX",0.814096600842807,"Pacific"
"53049","SEA",0.18590341048754,"Pacific"
"53051","GEG",1,"Pend Oreille"
"53053","SEA",1,"Pierce"
"53055","SEA",1,"San Juan"
"53057","SEA",1,"Skagit"
"53059","PDX",0.99878657067385,"Skamania"
"53059","SEA",0.00120436610119528,"Skamania"
"53061","SEA",1,"Snohomish"
"53063","GEG",1,"Spokane"
"53065","GEG",1,"Stevens"
"53067","SEA",1,"Thurston"
"53069","PDX",1,"Wahkiakum"
"53073","SEA",1,"Whatcom"
"53075","GEG",1,"Whitman"
"53077","GEG",0.00291261098596824,"Yakima"
"53077","PDX",0.262035983090946,"Yakima"
"53077","SEA",0.735051401009923,"Yakima"
