"place","date","amount","source_infection_stage","source_vaccination_stage","source_variant_type","source_age_strata","destination_infection_stage","destination_vaccination_stage","destination_variant_type","destination_age_strata"
"15000",2020-03-05,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"15000",2020-03-09,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"15000",2020-03-10,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"15000",2020-03-11,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"15000",2020-11-26,0.357142857142855,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"15000",2020-11-27,1.02142857142857,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"15000",2020-11-28,3.02857142857142,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"15000",2020-11-29,3.39285714285715,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"15000",2020-11-30,4.01428571428571,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"15000",2021-05-06,0.725465838509319,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"15000",2021-05-07,0.958385093167702,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"15000",2021-05-08,2.60046583850932,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"15000",2021-05-09,6.15248447204969,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"15000",2021-05-10,5.75652173913044,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"15000",2021-10-31,1.16,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"15000",2021-11-01,0.93,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"15000",2021-11-02,2.51,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"15000",2021-11-03,2.96,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"15000",2021-11-04,3.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"16000",2020-01-01,1007460,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"16000",2020-01-01,279478,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"16000",2020-03-09,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"16000",2020-03-10,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"16000",2020-03-12,40.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"16000",2020-03-13,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"16000",2020-03-14,140.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"16000",2020-12-10,66.3975699558173,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"16000",2020-12-11,105.720103092784,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"16000",2020-12-12,157.45058910162,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"16000",2020-12-13,197.693593519882,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"16000",2020-12-14,178.805522827688,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"16000",2021-03-11,7.72032967032968,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"16000",2021-03-12,20.006043956044,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"16000",2021-03-13,22.5335164835165,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"16000",2021-03-14,33.5445054945055,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"16000",2021-03-15,26.2038461538462,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"16000",2021-11-21,3.98,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"16000",2021-11-22,2.43,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"16000",2021-11-24,9.01,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"16000",2021-11-25,19.13,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"16000",2021-11-26,43.01,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"17000",2020-01-01,7871817,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"17000",2020-01-01,2058626,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"17000",2020-01-19,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"17000",2020-01-26,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"17000",2020-02-25,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"17000",2020-02-26,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"17000",2020-02-29,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"17000",2020-10-15,22.9317733990148,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"17000",2020-10-16,53.4736453201971,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"17000",2020-10-17,91.2507389162562,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"17000",2020-10-18,95.1731527093597,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"17000",2020-10-19,189.120197044335,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"17000",2021-03-11,0.541412687382111,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"17000",2021-03-12,0.868028392733049,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"17000",2021-03-13,1.78260200536087,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"17000",2021-03-14,2.42863595751018,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"17000",2021-03-15,2.45370296833117,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"17000",2021-10-28,189.49,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"17000",2021-10-29,140.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"17000",2021-10-30,340.37,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"17000",2021-10-31,236.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"17000",2021-11-03,590.53,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"18000",2020-01-01,4038083,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"18000",2020-01-01,1075178,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"18000",2020-03-01,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"18000",2020-03-03,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"18000",2020-03-04,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"18000",2020-03-05,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"18000",2020-03-06,50.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"18000",2020-12-10,136.09081632653,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"18000",2020-12-11,398.166618075802,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"18000",2020-12-12,610.213265306122,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"18000",2020-12-13,762.930466472302,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"18000",2020-12-14,758.825510204081,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"18000",2021-03-11,2.16056031245303,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"18000",2021-03-12,6.83984527564961,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"18000",2021-03-13,10.820617395223,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"18000",2021-03-14,12.9386885984678,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"18000",2021-03-15,16.6678458765209,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"18000",2021-10-28,29.33,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"18000",2021-10-29,40.87,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"18000",2021-10-30,41.59,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"18000",2021-10-31,47.79,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"18000",2021-11-01,45.17,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"19000",2020-01-01,1866124,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"19000",2020-01-01,550356,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"19000",2020-03-04,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"19000",2020-03-05,50.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"19000",2020-03-06,50.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"19000",2020-03-07,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"19000",2020-03-08,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"19000",2020-12-10,51.3707547169811,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"19000",2020-12-11,281.020350404311,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"19000",2020-12-12,234.874797843666,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"19000",2020-12-13,544.955660377359,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"19000",2020-12-14,603.014959568733,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"19000",2021-04-08,4.14574468085102,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"19000",2021-04-09,9.92841945288751,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"19000",2021-04-10,10.9922492401216,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"19000",2021-04-11,11.7825227963526,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"19000",2021-04-12,19.0849544072948,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"19000",2021-10-28,131.81,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"19000",2021-10-29,96.86,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"19000",2021-11-05,248.66,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"19000",2021-11-07,0.41,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"19000",2021-11-12,369.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"20000",2020-01-01,1735913,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"20000",2020-01-01,475018,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"20000",2020-03-03,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"20000",2020-03-07,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"20000",2020-03-08,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"20000",2020-03-09,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"20000",2020-03-11,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"20000",2020-12-10,3.60820105820105,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"20000",2020-12-11,116.769576719577,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"20000",2020-12-12,10.5261904761905,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"20000",2020-12-13,299.256349206349,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"20000",2020-12-14,4.08439153439153,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"20000",2021-04-08,0.0647275405007364,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"20000",2021-04-09,18.2532400589102,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"20000",2021-04-10,0.138365243004418,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"20000",2021-04-11,30.7421944035346,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"20000",2021-04-14,42.0087628865981,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"20000",2021-10-28,0.17,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"20000",2021-10-29,45.19,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"20000",2021-10-30,0.27,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"20000",2021-10-31,41.43,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"20000",2021-11-03,38.41,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"21000",2020-01-01,2702799,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"21000",2020-01-01,747441,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"21000",2020-03-01,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"21000",2020-03-04,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"21000",2020-03-05,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"21000",2020-03-06,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"21000",2020-03-07,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"21000",2020-12-10,72.1102526724977,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"21000",2020-12-11,137.076239067055,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"21000",2020-12-12,251.216180758018,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"21000",2020-12-13,301.702089407192,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"21000",2020-12-14,409.670991253645,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"21000",2021-02-25,2.24941348973601,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"21000",2021-02-26,5.59671135316296,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"21000",2021-02-27,6.5414118139924,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"21000",2021-02-28,7.71652702136572,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"21000",2021-03-01,8.70102639296191,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"21000",2021-11-12,21.57,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"21000",2021-11-13,18.14,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"21000",2021-11-14,12.79,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"21000",2021-11-15,37.01,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"21000",2021-11-16,30.62,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"22000",2020-01-01,2829402,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"22000",2020-01-01,743499,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"22000",2020-03-06,50.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"22000",2020-03-07,130.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"22000",2020-03-08,130.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"22000",2020-03-09,420.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"22000",2020-03-10,140.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"22000",2020-12-10,41.7094911937377,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"22000",2020-12-11,102.343542074364,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"22000",2020-12-12,177.161545988258,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"22000",2020-12-13,194.429647749511,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"22000",2020-12-15,348.355283757339,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"22000",2021-02-12,3.26789321789321,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"22000",2021-02-13,5.72821067821067,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"22000",2021-02-14,4.38862433862433,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"22000",2021-02-16,27.4381673881673,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"22000",2021-02-17,8.41700336700335,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"22000",2021-10-30,6.25,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"22000",2021-10-31,5.43,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"22000",2021-11-03,24.35,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"22000",2021-11-04,19.01,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"22000",2021-11-05,24.8,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"23000",2020-01-01,804901,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"23000",2020-01-01,283391,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"23000",2020-03-07,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"23000",2020-03-10,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"23000",2020-03-11,140.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"23000",2020-03-12,90.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"23000",2020-03-13,100.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"23000",2020-11-26,1.29031007751936,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"23000",2020-11-27,2.49739756367662,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"23000",2020-11-28,5.93039867109634,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"23000",2020-11-29,6.27369878183832,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"23000",2020-11-30,8.07879291251385,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"23000",2021-04-08,1.37852489530009,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"23000",2021-04-09,2.60002326663561,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"23000",2021-04-10,4.09839460214051,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"23000",2021-04-11,5.35479292694275,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"23000",2021-04-12,4.84292694276407,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"23000",2021-11-14,9.49,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"23000",2021-11-15,8.58,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"23000",2021-11-16,0.06,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"23000",2021-11-17,0.09,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"23000",2021-11-18,21.81,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"24000",2020-01-01,3734695,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"24000",2020-01-01,955191,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"24000",2020-03-01,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"24000",2020-03-03,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"24000",2020-03-05,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"24000",2020-03-06,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"24000",2020-03-07,30.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"24000",2020-11-26,8.0459514170039,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"24000",2020-11-27,12.8897917871602,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"24000",2020-11-28,17.7827935222671,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"24000",2020-11-29,43.9135049161364,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"24000",2020-11-30,46.2183053788318,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"24000",2021-03-11,0.301966099106665,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"24000",2021-03-12,0.748633274795754,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"24000",2021-03-13,1.32471940138958,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"24000",2021-03-14,1.80307322287544,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"24000",2021-03-15,2.18216767198594,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"24000",2021-10-28,4.87,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"24000",2021-10-29,7.01,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"24000",2021-10-30,8.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"24000",2021-10-31,8.73,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"24000",2021-11-01,7.96,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"25000",2020-01-01,4343936,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"25000",2020-01-01,1162539,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"25000",2020-01-24,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"25000",2020-02-01,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"25000",2020-02-25,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"25000",2020-02-26,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"25000",2020-02-28,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"25000",2020-11-26,10.5319694868237,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"25000",2020-11-27,34.7934119278775,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"25000",2020-11-28,69.0999306518723,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"25000",2020-11-29,75.7365464632457,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"25000",2020-11-30,96.547919556172,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"25000",2020-12-24,3.41502519096376,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"25000",2020-12-25,11.1307736063703,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"25000",2020-12-26,17.6755485129204,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"25000",2020-12-28,36.4590687469527,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"25000",2020-12-29,16.963700633837,"S","unvaccinated","WILD","age18to64","E","unvaccinated","DELTA","age18to64"
"25000",2021-11-19,34.25,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"25000",2021-11-21,105.93,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"25000",2021-11-24,404.65,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"25000",2021-11-25,359.25,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"25000",2021-11-26,741.49,"S","unvaccinated","WILD","age18to64","E","unvaccinated","OMICRON","age18to64"
"26000",2020-01-01,6064860,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age18to64"
"26000",2020-01-01,1761859,"S","unvaccinated","WILD","age0to17","S","unvaccinated","WILD","age65to100"
"26000",2020-03-06,20.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"26000",2020-03-07,10.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"26000",2020-03-08,190.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"26000",2020-03-09,130.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"26000",2020-03-10,100.05,"S","unvaccinated","WILD","age18to64","E","unvaccinated","WILD","age18to64"
"26000",2020-11-26,34.853707742639,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"26000",2020-11-27,80.8351690294438,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
"26000",2020-11-28,118.970392584515,"S","unvaccinated","WILD","age18to64","E","unvaccinated","ALPHA","age18to64"
