GEO_ID,STATE,COUNTY,NAME.x,LSAD,CENSUSAREA,COUNTYFP,STATEFP,GEOID,NAME.y,variable,estimate,moe,id
0500000US51065,51,065,Fluvanna,County,286.005,065,51,51065,"Fluvanna County, Virginia",B01003_001,25308,NA,VA
0500000US51067,51,067,Franklin,County,690.426,067,51,51067,"Franklin County, Virginia",B01003_001,54938,NA,VA
0500000US51069,51,069,Frederick,County,413.496,069,51,51069,"Frederick County, Virginia",B01003_001,75835,NA,VA
0500000US51071,51,071,Giles,County,355.781,071,51,51071,"Giles County, Virginia",B01003_001,17205,NA,VA
0500000US51073,51,073,Gloucester,County,217.807,073,51,51073,"Gloucester County, Virginia",B01003_001,36610,NA,VA
0500000US51075,51,075,Goochland,County,281.415,075,51,51075,"Goochland County, Virginia",B01003_001,21136,NA,VA
0500000US51077,51,077,Grayson,County,442.175,077,51,51077,"Grayson County, Virginia",B01003_001,15855,NA,VA
0500000US51079,51,079,Greene,County,156.246,079,51,51079,"Greene County, Virginia",B01003_001,18082,NA,VA
0500000US51081,51,081,Greensville,County,295.226,081,51,51081,"Greensville County, Virginia",B01003_001,12181,NA,VA
0500000US51083,51,083,Halifax,County,817.839,083,51,51083,"Halifax County, Virginia",B01003_001,36311,NA,VA
0500000US51085,51,085,Hanover,County,468.536,085,51,51085,"Hanover County, Virginia",B01003_001,99172,NA,VA
0500000US51087,51,087,Henrico,County,233.697,087,51,51087,"Henrico County, Virginia",B01003_001,300053,NA,VA
0500000US51089,51,089,Henry,County,382.334,089,51,51089,"Henry County, Virginia",B01003_001,54860,NA,VA
0500000US51091,51,091,Highland,County,415.156,091,51,51091,"Highland County, Virginia",B01003_001,2395,NA,VA
0500000US51093,51,093,Isle of Wight,County,315.612,093,51,51093,"Isle of Wight County, Virginia",B01003_001,34762,NA,VA
0500000US51095,51,095,James City,County,142.437,095,51,51095,"James City County, Virginia",B01003_001,64386,NA,VA
0500000US51097,51,097,King and Queen,County,315.138,097,51,51097,"King and Queen County, Virginia",B01003_001,6926,NA,VA
0500000US51099,51,099,King George,County,179.636,099,51,51099,"King George County, Virginia",B01003_001,22794,NA,VA
0500000US51101,51,101,King William,County,273.941,101,51,51101,"King William County, Virginia",B01003_001,15509,NA,VA
0500000US51103,51,103,Lancaster,County,133.25,103,51,51103,"Lancaster County, Virginia",B01003_001,11478,NA,VA
0500000US51105,51,105,Lee,County,435.518,105,51,51105,"Lee County, Virginia",B01003_001,25434,NA,VA
0500000US51107,51,107,Loudoun,County,515.561,107,51,51107,"Loudoun County, Virginia",B01003_001,291653,NA,VA
0500000US51109,51,109,Louisa,County,496.3,109,51,51109,"Louisa County, Virginia",B01003_001,32248,NA,VA
0500000US51111,51,111,Lunenburg,County,431.683,111,51,51111,"Lunenburg County, Virginia",B01003_001,12968,NA,VA
0500000US51113,51,113,Madison,County,320.683,113,51,51113,"Madison County, Virginia",B01003_001,13342,NA,VA
0500000US51115,51,115,Mathews,County,85.929,115,51,51115,"Mathews County, Virginia",B01003_001,9004,NA,VA
0500000US51117,51,117,Mecklenburg,County,625.485,117,51,51117,"Mecklenburg County, Virginia",B01003_001,32774,NA,VA
0500000US51119,51,119,Middlesex,County,130.306,119,51,51119,"Middlesex County, Virginia",B01003_001,10831,NA,VA
0500000US51121,51,121,Montgomery,County,387.014,121,51,51121,"Montgomery County, Virginia",B01003_001,92527,NA,VA
0500000US51125,51,125,Nelson,County,470.856,125,51,51125,"Nelson County, Virginia",B01003_001,14989,NA,VA
0500000US51127,51,127,New Kent,County,209.729,127,51,51127,"New Kent County, Virginia",B01003_001,17655,NA,VA
0500000US51131,51,131,Northampton,County,211.612,131,51,51131,"Northampton County, Virginia",B01003_001,12572,NA,VA
0500000US51133,51,133,Northumberland,County,191.295,133,51,51133,"Northumberland County, Virginia",B01003_001,12419,NA,VA
0500000US51135,51,135,Nottoway,County,314.392,135,51,51135,"Nottoway County, Virginia",B01003_001,15819,NA,VA
0500000US51137,51,137,Orange,County,340.783,137,51,51137,"Orange County, Virginia",B01003_001,32730,NA,VA
0500000US51139,51,139,Page,County,310.856,139,51,51139,"Page County, Virginia",B01003_001,24116,NA,VA
0500000US51141,51,141,Patrick,County,483.096,141,51,51141,"Patrick County, Virginia",B01003_001,18643,NA,VA
0500000US51143,51,143,Pittsylvania,County,968.941,143,51,51143,"Pittsylvania County, Virginia",B01003_001,63147,NA,VA
0500000US51145,51,145,Powhatan,County,260.221,145,51,51145,"Powhatan County, Virginia",B01003_001,27758,NA,VA
0500000US51147,51,147,Prince Edward,County,349.96,147,51,51147,"Prince Edward County, Virginia",B01003_001,22723,NA,VA
0500000US51149,51,149,Prince George,County,265.155,149,51,51149,"Prince George County, Virginia",B01003_001,35129,NA,VA
0500000US51153,51,153,Prince William,County,336.402,153,51,51153,"Prince William County, Virginia",B01003_001,379415,NA,VA
0500000US51155,51,155,Pulaski,County,319.858,155,51,51155,"Pulaski County, Virginia",B01003_001,34963,NA,VA
0500000US51157,51,157,Rappahannock,County,266.227,157,51,51157,"Rappahannock County, Virginia",B01003_001,7376,NA,VA
0500000US51159,51,159,Richmond,County,191.492,159,51,51159,"Richmond County, Virginia",B01003_001,9328,NA,VA
0500000US51161,51,161,Roanoke,County,250.518,161,51,51161,"Roanoke County, Virginia",B01003_001,91583,NA,VA
0500000US51163,51,163,Rockbridge,County,597.558,163,51,51163,"Rockbridge County, Virginia",B01003_001,22217,NA,VA
0500000US51165,51,165,Rockingham,County,849.086,165,51,51165,"Rockingham County, Virginia",B01003_001,74922,NA,VA
0500000US51167,51,167,Russell,County,473.822,167,51,51167,"Russell County, Virginia",B01003_001,28842,NA,VA
0500000US51169,51,169,Scott,County,535.53,169,51,51169,"Scott County, Virginia",B01003_001,23234,NA,VA
0500000US51171,51,171,Shenandoah,County,508.776,171,51,51171,"Shenandoah County, Virginia",B01003_001,41468,NA,VA
0500000US51173,51,173,Smyth,County,450.928,173,51,51173,"Smyth County, Virginia",B01003_001,32383,NA,VA
0500000US51175,51,175,Southampton,County,599.145,175,51,51175,"Southampton County, Virginia",B01003_001,18493,NA,VA
0500000US51177,51,177,Spotsylvania,County,401.496,177,51,51177,"Spotsylvania County, Virginia",B01003_001,120212,NA,VA
0500000US51179,51,179,Stafford,County,268.956,179,51,51179,"Stafford County, Virginia",B01003_001,124587,NA,VA
0500000US51181,51,181,Surry,County,278.949,181,51,51181,"Surry County, Virginia",B01003_001,7039,NA,VA
0500000US51183,51,183,Sussex,County,490.22,183,51,51183,"Sussex County, Virginia",B01003_001,12167,NA,VA
