geoid,p_symp_inf,p_death_inf,p_hosp_inf,p_mild_inf,p_icu_inf,p_vent_inf,p_death_symp,p_hosp_symp,p_mild_symp,p_icu_hosp,p_vent_icu,rr_death_inf,death_inf_overall,rr_hosp_inf,hosp_inf_overall,rr_symp_inf,symp_inf_overall,rr_icu_inf,icu_inf_overall,rr_vent_inf,vent_inf_overall
01001,0.4818773200786389,0.009024908092667509,0.07854773093020528,0.40449511040097275,0.025538099326821058,0.011681155428770898,0.01872864257482529,0.16300358547147822,0.8369964145285218,0.3251284158610935,0.4574011275969514,0.8960002665639852,0.010098041051706573,0.9363505979316344,0.08405206988062329,0.98685788171943,0.48829110990902336,0.8773197061974339,0.02915578159137823,0.8883638343910594,0.013054262827494433
01003,0.5089041825031781,0.012395728104184309,0.09667276018276214,0.41370079091211864,0.03538454986992358,0.015903579655445445,0.024357685651575277,0.18996259709883284,0.8100374029011672,0.36602399479468933,0.44944982241990555,1.2288495532768586,0.010098041051706573,1.1491805666923065,0.08405206988062329,1.042069695258692,0.48829110990902336,1.2129691260607003,0.02915578159137823,1.2179179451363025,0.013054262827494433
01005,0.49576152571034926,0.010773605470889982,0.08839332080486065,0.40888164292203044,0.030777601779634477,0.01388669134440225,0.0217314271321339,0.17829806513969948,0.8217019348603005,0.3481892240204426,0.4511947176336223,1.067618092324831,0.010098041051706573,1.0515167747164011,0.08405206988062329,1.0153525409407285,0.48829110990902336,1.057330722507091,0.02915578159137823,1.0624392293748188,0.013054262827494433
01007,0.4911518495562564,0.00987378443207865,0.08419111568292201,0.4081223887064602,0.027966429945015477,0.01278212426115078,0.020103323322510892,0.17141565436226414,0.8285843456377359,0.332177923028622,0.4570524119911476,0.9794898048767187,0.010098041051706573,1.0035877293607993,0.08405206988062329,1.005796209553754,0.48829110990902336,0.961387782517034,0.02915578159137823,0.9726436796599922,0.013054262827494433
01009,0.4977281038902311,0.011048127728722991,0.08914291496828927,0.410205503888655,0.031179882277154146,0.014163644612607388,0.022197114533760675,0.1790996214028309,0.8209003785971691,0.34977409352437866,0.4542558719981201,1.0953645270397487,0.010098041051706573,1.0603306326892086,0.08405206988062329,1.0191791294255124,0.48829110990902336,1.0698021403586142,0.02915578159137823,1.0812821847789666,0.013054262827494433
01011,0.49224095155175707,0.010141757189639673,0.0858524684083937,0.40785955650282235,0.0291660055247382,0.01307757033158926,0.020603237413848754,0.17441147092242013,0.8255885290775798,0.339722387316783,0.448384003784716,1.0040714160437965,0.010098041051706573,1.0225898969172615,0.08405206988062329,1.008372048190825,0.48829110990902336,1.0023026767553107,0.02915578159137823,1.0045996256209944,0.013054262827494433
01013,0.5044019286682232,0.012256866565569131,0.09507670249419782,0.4109284360425932,0.03548066209203202,0.015820374194216107,0.024299801148522652,0.1884939313083708,0.8115060686916292,0.3731793505795731,0.44588723156237065,1.2157095376670022,0.010098041051706573,1.1294641203980773,0.08405206988062329,1.0327438833683318,0.48829110990902336,1.215640972641074,0.02915578159137823,1.2124768783758724,0.013054262827494433
01015,0.49516764753013676,0.010944011096743818,0.08858906238914221,0.4083064067633615,0.0314070649452259,0.014077159581322482,0.022101627905885646,0.1789072101762273,0.8210927898237728,0.3545253115702381,0.4482163362247675,1.0842484800063574,0.010098041051706573,1.0538317300992373,0.08405206988062329,1.014200217592192,0.48829110990902336,1.0770886841726743,0.02915578159137823,1.0788833479640771,0.013054262827494433
01017,0.5066680273039497,0.012309946284125111,0.09605459187932697,0.41225550294777374,0.03551030271757939,0.015847746100403275,0.024295881367585065,0.18958092222721587,0.8104190777727841,0.3696887574327613,0.44628586318859625,1.2205124273302128,0.010098041051706573,1.1402845066966378,0.08405206988062329,1.0377362520658633,0.48829110990902336,1.2165245653547667,0.02915578159137823,1.21711786145833,0.013054262827494433
01019,0.5192020598457873,0.012861591075087716,0.10142801222741961,0.4184890797983929,0.036335185759919904,0.016503308123627297,0.02477184138851038,0.19535363988645504,0.804646360113545,0.35823620084804547,0.45419633279628174,1.2754098533839273,0.010098041051706573,1.2094048600507477,0.08405206988062329,1.0636723986312113,0.48829110990902336,1.2458069909599028,0.02915578159137823,1.259270989277164,0.013054262827494433
